Director_Name,Runtime,Gross,Genres,Movie_Title,Plot_Keywords,Language,Content_Rating,Budget,Aspect_Ratio,Movie_ID,Production_Companies,Release_Date,Revenue
Woody Allen,98.0,13383737.0,Comedy|Crime,Bullets Over Broadway,actress|bodyguard|new york city|play|playwright,English,R,20000000.0,1.85,11382,"[{""name"": ""Miramax Films"", ""id"": 14}]",1994-10-14,0
Michael O. Sajbel,123.0,13391174.0,Biography|Drama|History,One Night with the King,biblical|book of esther|esther|persia|treachery,English,PG,20000000.0,2.35,15005,"[{""name"": ""Gener8Xion Entertainment"", ""id"": 3957}]",2006-10-13,13391174
Gore Verbinski,102.0,12469811.0,Comedy|Drama,The Weather Man,corndog|failure|funeral in the rain|new york city|weatherman,English,R,22000000.0,1.85,6963,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG"", ""id"": 11930}]",2005-10-20,12482775
Walter Hill,94.0,12398628.0,Action|Crime|Drama|Sport,Undisputed,boxing|fight|heavyweight champion|iceman|prison,English,R,20000000.0,2.35,15070,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Amen Ra Films"", ""id"": 421}]",2002-08-23,12398628
David Koepp,102.0,13214030.0,Comedy|Drama|Fantasy|Romance,Ghost Town,bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose,English,PG-13,20000000.0,1.85,12797,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Pariah"", ""id"": 11733}]",2008-09-19,0
Renny Harlin,108.0,12232937.0,Action|Crime|Thriller,12 Rounds,2000s|detective|sadist|terrorism|terrorist,English,PG-13,22000000.0,2.35,17134,"[{""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""20th Century Fox Home Entertainment"", ""id"": 3635}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""Midnight Sun Pictures"", ""id"": 17887}]",2009-03-19,17280326
Charles T. Kanganis,93.0,11784000.0,Action|Comedy|Family,3 Ninjas Kick Back,1990s|dagger|japan|mousetrap|stick fight,English,PG,20000000.0,1.85,18885,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sheen Productions"", ""id"": 27085}, {""name"": ""Ben-Ami/Leeds Productions"", ""id"": 37015}]",1994-05-06,0
John Hillcoat,115.0,12626905.0,Action|Crime|Drama|Thriller,Triple 9,betrayal|corrupt cop|heist|murder of a police officer|police detective,English,R,20000000.0,2.35,146198,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Anonymous Content"", ""id"": 30420}, {""name"": ""MadRiver Pictures"", ""id"": 73493}, {""name"": ""Sierra Pictures"", ""id"": 78595}, {""name"": ""Surefire Capital"", ""id"": 78596}]",2016-02-19,12639297
Woody Allen,96.0,10569071.0,Comedy,Deconstructing Harry,marriage|novelist|panties pulled down|writer's block|writing,English,R,20000000.0,1.85,2639,"[{""name"": ""Fine Line Features"", ""id"": 8}]",1997-08-26,10686841
John Wells,101.0,13650738.0,Comedy|Drama,Burnt,chef|gay kiss|michelin star|restaurant|violent behavior,English,R,20000000.0,2.35,295964,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""PeaPie Films"", ""id"": 32243}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]",2015-10-02,36606743
Neil Jordan,106.0,10555348.0,Comedy|Crime,We're No Angels,con|convict|escape|police|priest,English,PG-13,20000000.0,2.35,5971,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1989-12-15,0
Woody Allen,101.0,9714482.0,Comedy|Musical|Romance,Everyone Says I Love You,engagement|grandfather|liberal|maid|song,English,R,20000000.0,1.85,9716,"[{""name"": ""Miramax Films"", ""id"": 14}]",1996-12-06,0
James Wan,111.0,9525276.0,Action|Crime|Thriller,Death Sentence,blood|death|gang|murder|revenge,English,R,20000000.0,2.35,11835,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Brass Hat Films"", ""id"": 13817}]",2007-08-31,16974459
Kirk Jones,99.0,8855646.0,Adventure|Drama,Everybody's Fine,bus trip|parental love|retirement|surprise visit|train ride,English,PG-13,21000000.0,2.35,26171,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Radar Pictures"", ""id"": 14718}]",2009-12-04,0
Les Mayfield,91.0,8104069.0,Action|Comedy|Crime,Code Name: The Cleaner,comic violence|hand to hand combat|kung fu|talking to self in mirror|violence,English,PG-13,20000000.0,1.85,14396,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2007-01-05,10337477
Michael Lembeck,108.0,8054280.0,Comedy|Crime|Music,Connie and Carla,box office flop|drag queen|gender disguise|mafia|witness,English,PG-13,20000000.0,1.85,15673,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2004-04-16,11341016
Bob Fosse,154.0,,Comedy|Drama|Music|Musical|Romance,Sweet Charity,charity|dancer|foreign language adaptation|hope|taxi dancer,English,G,20000000.0,2.35,42618,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1969-01-01,20000000
Paul Thomas Anderson,148.0,8093318.0,Comedy|Crime|Drama|Mystery|Romance,Inherent Vice,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,English,R,20000000.0,1.85,171274,"[{""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""IAC Films"", ""id"": 93105}]",2014-12-25,11110975
Dave Borthwick,77.0,7382993.0,Adventure|Animation|Comedy|Family|Fantasy,Doogal,diamond|lava|magic|mountain|sorcerer,English,G,20000000.0,1.85,24432,[],2006-02-24,0
Benson Lee,110.0,8888355.0,Drama|Music,Battle of the Year,3 dimensional|box office flop|critically bashed|dancing,English,PG-13,20000000.0,1.85,109417,"[{""name"": ""Screen Gems"", ""id"": 3287}]",2013-09-21,16549477
David Zucker,83.0,7001720.0,Comedy|Fantasy,An American Carol,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,English,PG-13,12000000.0,2.35,13948,"[{""name"": ""Mpower Pictures"", ""id"": 5294}]",2008-10-03,7000000
Fred Wolf,87.0,6563357.0,Adventure|Comedy,Strange Wilderness,bigfoot|critically bashed|ecuador|friend|tv show,English,R,20000000.0,2.35,14220,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Pelican Productions LLC"", ""id"": 3251}]",2008-02-01,6575282
Richard Linklater,100.0,5480996.0,Animation|Drama|Mystery|Sci-Fi|Thriller,A Scanner Darkly,detective|drugs|substance d|undercover|undercover cop,English,R,8700000.0,1.85,3509,"[{""name"": ""Thousand Words"", ""id"": 380}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}, {""name"": ""Detour Filmproduction"", ""id"": 11510}, {""name"": ""Section Eight Productions"", ""id"": 14315}]",2006-05-25,7659918
Michael Apted,116.0,6002756.0,Biography|Drama|Sport,Chasing Mavericks,box office flop|no opening credits|surfing|two word title|year 1987,English,PG,20000000.0,1.85,82684,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Walden Media"", ""id"": 10221}]",2012-10-25,0
Todd Graff,111.0,5205343.0,Comedy|Drama|Family|Music|Romance,Bandslam,battle of the bands|high school|rock 'n' roll|school|teenager,English,PG,20000000.0,2.35,23367,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Goldsmith-Thomas Productions"", ""id"": 2454}, {""name"": ""Walden Media"", ""id"": 10221}]",2009-08-06,5210988
Jonathan Glazer,100.0,5005883.0,Drama|Mystery|Romance|Thriller,Birth,birthday|boy|dead husband|death|widow,English,R,20000000.0,1.85,10740,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Lou Yi Inc."", ""id"": 839}, {""name"": ""Academy Films"", ""id"": 54030}, {""name"": ""March Entertainment"", ""id"": 54031}]",2004-09-08,0
J.C. Chandor,125.0,5749134.0,Action|Crime|Drama|Thriller,A Most Violent Year,american dream|immigrant|new york city|oil|violence,English,R,20000000.0,2.35,241239,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Old Bull Pictures"", ""id"": 53656}]",2014-12-30,12007070
Marc Abraham,119.0,4234040.0,Biography|Drama,Flash of Genius,flash of genius|genius|intellectual property|professor|university,English,PG-13,20000000.0,2.35,14914,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Intermittent Productions"", ""id"": 8849}]",2008-09-07,0
Todd Haynes,135.0,4001121.0,Biography|Drama|Music,I'm Not There.,1960s|actor|horseback riding|reporter|riding the rails,English,R,20000000.0,2.35,3902,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Rising Star"", ""id"": 1208}, {""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""John Wells Productions"", ""id"": 1512}, {""name"": ""Dreamachine"", ""id"": 2506}, {""name"": ""Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)"", ""id"": 7416}, {""name"": ""Grey Water Park Productions"", ""id"": 14737}, {""name"": ""John Goldwyn Productions"", ""id"": 17594}, {""name"": ""Wells Productions"", ""id"": 72153}]",2007-10-01,4001121
Mabrouk El Mechri,93.0,3749061.0,Action|Thriller,The Cold Light of Day,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,English,PG-13,20000000.0,2.35,77948,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Intrepid Pictures"", ""id"": 1224}, {""name"": ""Film Rites"", ""id"": 8083}, {""name"": ""Galavis Film"", ""id"": 8084}, {""name"": ""Picture Machine"", ""id"": 8085}, {""name"": ""Fria Luz Del Dia, A.I.E."", ""id"": 23625}]",2012-04-04,16863583
Rian Johnson,114.0,3519627.0,Adventure|Comedy|Drama|Romance,The Brothers Bloom,con man|eccentric|heiress|love|revenge,English,PG-13,20000000.0,2.35,21755,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Endgame Entertainment"", ""id"": 1205}]",2008-09-09,5530764
Charlie Kaufman,124.0,3081925.0,Comedy|Drama|Romance,"Synecdoche, New York",actress|director|play|theatre director|warehouse,English,R,21000000.0,2.35,4960,"[{""name"": ""Likely Story"", ""id"": 1785}]",2008-10-24,0
Nancy Walker,124.0,2000000.0,Biography|Comedy|Musical,Can't Stop the Music,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,English,PG,20000000.0,2.35,40932,"[{""name"": ""EMI Films"", ""id"": 8263}]",1980-06-20,0
Richard Benjamin,80.0,1646664.0,Comedy|Music,Marci X,female protagonist|hip hop|jewish american princess|rapper|record label,English,R,20000000.0,1.85,32316,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",2003-08-22,1675706
Kurt Wimmer,107.0,1190018.0,Action|Drama|Sci-Fi|Thriller,Equilibrium,cleric|dystopia|fascist|law|neo noir,English,R,20000000.0,2.35,7299,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Blue Tulip Productions"", ""id"": 35304}]",2002-12-06,5359645
James Gray,115.0,882710.0,Crime|Drama|Romance|Thriller,The Yards,best friend|corruption|fall to death|female nudity|friend,English,R,24000000.0,2.35,19457,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Industry Entertainment"", ""id"": 376}]",2000-04-27,0
Matthew Diamond,88.0,1064277.0,Adventure|Family|Fantasy|Musical,The Oogieloves in the Big Balloon Adventure,balloon|birthday|box office flop|critically bashed,English,G,20000000.0,,112937,[],2012-08-29,0
Angelina Jolie Pitt,122.0,531009.0,Drama|Romance,By the Sea,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,English,R,10000000.0,2.35,314385,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Jolie Pas"", ""id"": 39443}, {""name"": ""Pellikola"", ""id"": 73249}]",2015-11-12,3727746
David Anspaugh,101.0,375474.0,Drama|History|Sport,The Game of Their Lives,1950s|brazil|soccer|soccer movie|world cup,English,PG,20000000.0,2.35,29078,"[{""name"": ""Bristol Bay Productions"", ""id"": 2233}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Crusader Entertainment"", ""id"": 2978}, {""name"": ""Independent Film Channel"", ""id"": 4059}, {""name"": ""Peter Newman/Interal"", ""id"": 23359}]",2005-01-01,0
Andrew Jarecki,101.0,578382.0,Crime|Drama|Mystery|Romance|Thriller,All Good Things,family business|friend|murder|new york city|trial,English,R,,1.85,46503,"[{""name"": ""The Weinstein Company"", ""id"": 308}]",2010-12-03,0
Kevin Reynolds,107.0,305070.0,Action|Adventure|Drama|History|Romance,Rapa Nui,easter island|location in title|statue|topless female nudity|two word title,English,R,20000000.0,2.35,10448,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Majestic Films International"", ""id"": 2630}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Newcomm"", ""id"": 38178}, {""name"": ""RCS"", ""id"": 60546}]",1994-09-09,305070
Daniel Algrant,100.0,121972.0,Crime|Drama|Mystery,People I Know,actor|client|new york|protection|scandal,English,R,22000000.0,1.85,11458,[],2002-11-21,0
Julie Taymor,110.0,263365.0,Comedy|Drama|Fantasy|Romance,The Tempest,banishment|sorcery|spirit|staff|storm at sea,English,PG-13,20000000.0,2.35,44638,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2010-12-10,346594
James McTeigue,96.0,,Action|Crime|Thriller,Survivor,cigarette lighter|death|fire|on the run|terrorist,English,PG-13,20000000.0,2.35,334074,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Winkler Films"", ""id"": 8880}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Survivor Productions"", ""id"": 54409}]",2015-05-21,0
Scott Walker,105.0,,Crime|Drama|Mystery|Thriller,The Frozen Ground,anchorage alaska|based on true story|pole dancer|serial killer|strip club,English,R,27220000.0,2.35,199373,"[{""name"": ""Grindstone Entertainment Group"", ""id"": 3604}, {""name"": ""Cheetah Vision"", ""id"": 5830}, {""name"": ""K5 International"", ""id"": 6715}, {""name"": ""Paradox Entertainment"", ""id"": 6819}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Picture Perfect Corporation"", ""id"": 27993}, {""name"": ""Court Five"", ""id"": 30023}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""Valentina Films"", ""id"": 31833}]",2013-07-18,5496951
Kevin Costner,236.0,184208848.0,Adventure|Drama|Western,Dances with Wolves,friendship|frontier|honor|outpost|soldier,English,PG-13,22000000.0,2.35,581,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Majestic Films International"", ""id"": 2630}]",1990-11-09,424208848
Jake Kasdan,97.0,100292856.0,Comedy,Bad Teacher,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,English,R,20000000.0,1.85,52449,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mosaic Media Group"", ""id"": 748}]",2011-05-16,216197492
Harold Becker,113.0,58571513.0,Crime|Drama|Mystery|Thriller,Sea of Love,detective|love|single|suspect|title from song,English,R,19000000.0,1.85,12150,"[{""name"": ""Universal Pictures Corporation"", ""id"": 42}]",1989-09-15,110879513
Mark Rosman,95.0,51431160.0,Comedy|Family|Romance,A Cinderella Story,cinderella story|correspondence|evil step mother|female protagonist|teenage girl,English,PG,20000000.0,1.85,11247,"[{""name"": ""Gaylord Films"", ""id"": 5367}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dylan Sellers Productions"", ""id"": 8807}, {""name"": ""Clifford Werber Productions"", ""id"": 46051}]",2004-07-10,70067909
Wes Craven,103.0,103001286.0,Horror|Mystery,Scream,mask|mystery killer|slasher|teenage girl|telephone,English,R,15000000.0,2.35,4232,"[{""name"": ""Woods Entertainment"", ""id"": 979}, {""name"": ""Dimension Films"", ""id"": 7405}]",1996-12-20,173046663
Steve Beck,91.0,41867960.0,Horror,Thir13en Ghosts,collector|ghost|ghost hunter|glass house|machine,English,R,20000000.0,1.33,9378,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""13 Ghosts Productions Canada Inc."", ""id"": 23503}]",2001-10-26,0
Stanley Kubrick,146.0,,Drama|Horror,The Shining,breaking down a door|haunted hotel|identical twins|labyrinth|twin sisters,English,R,19000000.0,1.37,694,"[{""name"": ""Hawk Films"", ""id"": 88}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Peregrine"", ""id"": 11272}]",1980-05-22,44017374
Robert Zemeckis,116.0,210609762.0,Adventure|Comedy|Sci-Fi,Back to the Future,clock tower|delorean|future|time travel|time travel comedy,English,PG,19000000.0,1.18,105,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]",1985-07-03,381109762
William Malone,93.0,40846082.0,Horror|Mystery|Thriller,House on Haunted Hill,billionaire|corpse|eccentric|haunted hospital|haunted house,English,R,19000000.0,1.37,11377,"[{""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}]",1999-10-29,40846082
Rob Hawk,90.0,,Action|Drama,Fight Valley,,English,,27000000.0,,385383,"[{""name"": ""Cinestyle Media Group"", ""id"": 74413}]",2016-07-22,0
Josh Gordon,101.0,27758465.0,Comedy|Drama|Romance,The Switch,artificial insemination|best friend|new york city|sperm|sperm donor,English,PG-13,19000000.0,2.35,41210,"[{""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Bona Fide Productions"", ""id"": 2570}, {""name"": ""Echo Films"", ""id"": 7382}]",2010-05-11,49830607
Shawn Levy,95.0,56127162.0,Comedy|Romance,Just Married,fall|honeymoon|love|marriage|newlywed,English,PG-13,18000000.0,1.85,12090,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Mediastream Dritte Film GmbH & Co. Beteiligungs KG"", ""id"": 19352}]",2003-01-09,101564935
Breck Eisner,101.0,39103378.0,Horror|Thriller,The Crazies,deputy|iowa|rural setting|sheriff|survival,English,R,20000000.0,2.35,29427,"[{""name"": ""Penn Station Entertainment"", ""id"": 4916}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Overture Films"", ""id"": 12807}]",2010-02-26,54956140
Brian Percival,131.0,21483154.0,Drama|War,The Book Thief,basement|book|girl|library|track,English,PG-13,19000000.0,2.35,203833,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}]",2013-11-08,76586316
Sean Anders,129.0,8396942.0,Adventure|Comedy|Romance,Sex Drive,amish|friend|friendship|high school|virgin,English,R,19000000.0,1.85,13523,"[{""name"": ""Summit Entertainment, LLC"", ""id"": 3250}, {""name"": ""Alloy Entertainment"", ""id"": 10067}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}]",2008-10-16,18755936
Anand Tucker,100.0,12561.0,Comedy|Romance,Leap Year,ireland|irish|journey|tradition|travel,English,PG,19000000.0,2.35,25195,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Octagon Films"", ""id"": 1266}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Birnbaum / Barber Productions"", ""id"": 58262}]",2010-01-08,29922472
Anthony Mann,172.0,,Drama|History|War,The Fall of the Roman Empire,2nd century|emperor|european history|loosely based on historical events|roman empire,English,Approved,19000000.0,2.2,17277,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Samuel Bronston Productions"", ""id"": 10253}]",1964-03-24,4750000
Michael Dowse,97.0,6923891.0,Comedy|Drama|Romance,Take Me Home Tonight,friend|night|party|sex scene|sister,English,R,23000000.0,2.35,50725,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Internationale Filmproduktion Blackbird Dritte"", ""id"": 19855}]",2011-03-04,6928068
Daniel Barnz,121.0,5308553.0,Drama,Won't Back Down,children|inner city|parent|school|teacher,English,PG,,2.35,82631,"[{""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Lemodeln Model & Talent Agency"", ""id"": 59391}]",2012-09-28,5310554
Emile Ardolino,92.0,2119994.0,Family|Fantasy|Music,The Nutcracker,christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl,English,G,19000000.0,1.85,73191,"[{""name"": ""Warner Bros. Family Entertainment"", ""id"": 3592}]",1993-11-24,2119994
James Schamus,110.0,560512.0,Drama,Indignation,based on novel,Hebrew,R,,2.0,340611,"[{""name"": ""Likely Story"", ""id"": 1785}]",2016-07-29,0
Andrew Douglas,90.0,64255243.0,Drama|Horror|Mystery|Thriller,The Amityville Horror,ghost|haunted house|murder|nightmare|priest,English,R,19000000.0,2.35,10065,"[{""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Radar Pictures"", ""id"": 14718}]",2005-04-15,108047131
Spike Jonze,81.0,22245861.0,Comedy|Drama,Adaptation.,book|orchid|screenwriter|thief|twin,English,R,19000000.0,1.85,2757,"[{""name"": ""Beverly Detroit"", ""id"": 267}, {""name"": ""Propaganda Films"", ""id"": 278}, {""name"": ""Clinica Estetico"", ""id"": 1274}, {""name"": ""Intermedia"", ""id"": 8856}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""Magnet Productions"", ""id"": 23227}]",2002-12-06,32801173
Terry Gilliam,118.0,10562387.0,Adventure|Comedy|Drama,Fear and Loathing in Las Vegas,american dream|convertible|drugs|journalist|lawyer,English,R,18500000.0,2.35,1878,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Rhino Films"", ""id"": 1591}, {""name"": ""Fear and Loathing LLC"", ""id"": 53460}, {""name"": ""Shark Productions"", ""id"": 53461}]",1998-05-22,10680275
Ricky Gervais,100.0,18439082.0,Comedy|Fantasy|Romance,The Invention of Lying,genetics|heaven|lie|screenwriter|truth,English,PG-13,18500000.0,1.85,23082,"[{""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Wintergreen Productions"", ""id"": 11845}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}, {""name"": ""1821 Pictures"", ""id"": 14358}, {""name"": ""Radar Pictures"", ""id"": 14718}]",2009-09-13,31912793
Nicholas Stoller,97.0,150056505.0,Comedy,Neighbors,broken leg|friendship|jewish|topless female nudity|urination,English,R,18000000.0,2.35,195589,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Good Universe"", ""id"": 17393}]",2014-05-08,268157400
Chuck Russell,114.0,119938730.0,Action|Comedy|Crime|Fantasy,The Mask,bank|bank clerk|gangster|loki|mask,English,PG-13,18000000.0,1.85,854,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}]",1994-07-29,351583407
Penny Marshall,130.0,114968774.0,Comedy|Drama|Family|Fantasy|Romance,Big,friend|job|new york city|toy|wish,English,PG,18000000.0,1.85,2280,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""American Entertainment Partners II L.P."", ""id"": 21451}]",1988-06-03,151668774
Larry Charles,82.0,128505958.0,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,california|city|kazakhstan|travel|tv reporter,English,R,18000000.0,1.85,496,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Four By Two Productions"", ""id"": 20567}]",2006-11-01,261572744
Robert Luketic,96.0,95001351.0,Comedy|Romance,Legally Blonde,blonde|harvard|law|law school|sorority,English,PG-13,18000000.0,2.35,8835,"[{""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2001-07-13,141774679
Leonard Nimoy,105.0,76400000.0,Action|Adventure|Sci-Fi,Star Trek III: The Search for Spock,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,English,PG,17000000.0,2.35,157,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1984-05-31,87000000
Scott Derrickson,122.0,75072454.0,Drama|Horror|Thriller,The Exorcism of Emily Rose,death|demonic possession|exorcism|lawyer|priest,English,PG-13,20000000.0,2.35,8643,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Screen Gems"", ""id"": 3287}]",2005-09-09,144216468
Mike Mitchell,88.0,65535067.0,Comedy|Romance,Deuce Bigalow: Male Gigolo,aquarium|fish|fish tank|gigolo|norwegian,English,R,17000000.0,1.85,10402,"[{""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Quinta Communications"", ""id"": 6370}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",1999-12-10,65535067
Vic Armstrong,110.0,13998282.0,Action|Drama|Fantasy|Mystery|Thriller,Left Behind,bible quote|chaos|faith|riot|shrine,English,PG-13,16000000.0,2.35,218043,"[{""name"": ""Stoney Lake Entertainment"", ""id"": 16558}]",2014-10-03,19682924
Thomas Bezucha,103.0,6061759.0,Comedy|Drama|Romance,The Family Stone,christmas|cruelty|ring|secret|tension,English,PG-13,17000000.0,1.85,9043,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]",2005-12-14,0
Terry Zwigoff,98.0,60057639.0,Comedy|Crime|Drama,Bad Santa,bartender|christmas|christmas eve|department store|drink,English,R,18000000.0,1.85,10147,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Triptych Pictures"", ""id"": 14722}, {""name"": ""Dimension Films (US version)"", ""id"": 71989}]",2003-11-26,76488889
Jay Roach,68.0,53868030.0,Comedy|Crime,Austin Powers: International Man of Mystery,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,English,PG-13,17000000.0,2.35,816,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Capella International"", ""id"": 594}, {""name"": ""Eric's Boy"", ""id"": 595}]",1997-05-02,67683989
